height,lenght,class
36.90981646977394,50.88872049448362,2
22.66356377470329,50.33382540779454,1
21.484287796831065,40.16693470346873,0
36.486890653165304,50.77531598636179,2
27.705083905649154,51.48855332540813,1
22.91956882182331,40.92592664459074,0
40.84937448919305,49.92827826833404,2
24.38878192945213,44.20235606033578,1
25.025051457702826,38.74362035328609,0
41.439592012631884,47.397473517137215,2
23.866293864327343,45.50230136176853,1
20.560517244105807,44.24855388725375,0
35.831965891628755,51.91371023256042,2
26.47076003344102,49.43463660386109,1
21.025482103470154,42.52638538303404,0
37.935235952454214,50.820273256603514,2
27.58506245326539,45.82071372438464,1
21.54631522769805,42.548504632380144,0
38.7795623336318,48.43906068849015,2
24.99983665804664,48.93311749987953,1
22.36365490028821,41.24570827778509,0
36.229285329259426,53.3395060555533,2
24.796758431510263,49.67469495275323,1
23.669800521160894,40.317007218372375,0
39.261720753318734,48.42447704918363,2
24.11895854157797,48.6324104091624,1
23.56422353933358,43.747719597877285,0
38.553223058681645,49.68948935807081,2
26.633112219061953,52.77999328541626,1
24.338821914435844,41.63724642246751,0
36.641344888116365,53.307149830468425,2
26.37168392817481,49.685640568595154,1
22.380330223504775,38.882063292658316,0
38.551222273512025,51.96160053029289,2
25.174014543138135,47.93113612488948,1
23.364541036335126,39.76992836444967,0
37.38790765421084,46.77757999707252,2
23.374002529759842,45.784622332348086,1
22.536085790601557,40.527981761915534,0
36.78101256801523,49.245638985150926,2
26.208636695099173,46.76307886667945,1
19.95531242205752,40.11449383411339,0
38.391636672542624,53.87410961533565,2
25.80243305939359,49.252236038498836,1
21.47960566550329,39.566789546442415,0
37.787199037976386,50.03317762555109,2
23.121646922121464,47.876582186837325,1
23.418507867328913,38.95568855004994,0
40.0042878637071,46.63162638204103,2
24.71365265655805,46.24959504613185,1
22.650574771039803,39.78598981309517,0
41.07840214482795,51.73713462557075,2
22.754365097617697,48.07250060209357,1
25.250737468161617,39.319214956159406,0
35.95974012556067,51.20847558534205,2
23.04774258279248,49.383136225413395,1
22.148807503616094,42.16725801760176,0
38.287747634932494,49.495928333713834,2
27.782486400039506,45.570401358339446,1
26.209495736351876,38.49104570898295,0
37.54614698721548,51.020372800809255,2
24.643036573746176,47.72682953237213,1
22.736858284701082,40.73323311593093,0
40.64348530667934,50.621271526267236,2
25.23018584641366,49.73934303311824,1
21.54573875841255,41.0913460006884,0
38.000433902812944,49.2899279593058,2
25.44705411125746,47.126915219120974,1
23.79349368655732,40.404614174573155,0
39.39468523008197,49.53693773507424,2
22.505372496029576,46.84914855281418,1
22.166555186497124,40.30116905610085,0
41.29230134005282,51.74456528261062,2
23.39331111158369,49.48793733727598,1
20.156367868383033,43.591267005318116,0
38.144877927914045,49.55998534465848,2
24.738671027209985,47.92601901939152,1
19.737082837287694,35.95721497844046,0
36.4918392404459,50.10721322992851,2
26.26921098553761,49.901366287455794,1
22.834385336946493,42.42661907496739,0
35.55016644107538,50.88984452781451,2
26.43011350127806,47.159093591631915,1
21.431214136757596,41.484008365328,0
34.378375972748884,50.471066749829326,2
29.37812053345513,51.508884937078044,1
23.808088319721293,40.651531757573274,0
35.943324454738416,52.39663728355727,2
25.18732647645508,48.545070151473915,1
23.847460773871077,40.1586319261297,0
35.9892448968432,51.73522979910473,2
26.700558567180497,45.915246446078804,1
20.00816233087776,38.84251742029638,0
37.85466444529011,50.44303616611851,2
27.13245205565666,47.485394779380734,1
23.294533470166247,36.42795377089996,0
37.85636180488037,49.1192604951396,2
21.733819703380593,47.6877847393379,1
24.911848257767584,39.39241481737652,0
40.4176602262353,50.45730189135539,2
23.758661164498115,46.218773998148,1
20.625184466852147,39.67719943374258,0
36.77033665940943,49.50201429969715,2
25.517831208776443,45.323821124475806,1
24.703477043700907,43.1924521938172,0
40.031677430002745,47.59960749726536,2
28.06509829045468,46.503974590834495,1
20.508400777489644,41.163892962431206,0
36.737533342192265,49.95826410220509,2
24.875154057957886,47.8226532020368,1
22.396922604861313,39.78414694843604,0
39.83341552762419,52.78814778388976,2
25.464535876822403,44.79707489894438,1
21.975047867810122,42.390624309825185,0
37.919069993103896,51.009811474452974,2
25.376904995708813,48.00487996362883,1
23.228164217220048,40.08021796551186,0
39.80213314425374,48.447456199352374,2
24.402292157562897,47.19245026507789,1
21.653746763678186,41.095338980015974,0
37.14824332175145,49.9224973970855,2
21.933891104941033,48.22516923493178,1
25.530584512245305,40.11913081749447,0
35.61595673316168,47.8313857124285,2
24.827491360586343,49.55332495770184,1
17.917394379197933,40.51804584463918,0
40.44454011243044,49.96533506588245,2
25.880422335292756,46.21253188974927,1
22.86959532126143,37.6664706271573,0
36.74370501597468,49.729930807655926,2
26.559134116161676,47.09311672021156,1
23.502859132816514,39.55755762316201,0
38.90617419906781,49.68958038587501,2
23.94545001834879,48.42323236261983,1
22.67517454228698,39.41378940464636,0
39.87892361943316,51.88489881510381,2
23.944637134778,48.14706399860808,1
20.371106399348353,40.836348840597886,0
39.44025589950536,48.793932170675355,2
25.802333762441542,48.148630680407656,1
22.368849770267495,41.8582872316829,0
38.58961061261619,53.19036695807124,2
26.50395299573454,43.00626579319277,0
23.323151246298583,38.85283342433022,0
36.96914352826689,49.18318604827185,2
25.702445726400658,46.16338647454594,1
19.75655460304361,38.24401648309076,0
40.33446164141412,48.54261048690661,2
24.530939747354196,47.97532265927533,1
21.936405684571806,42.32695725047673,0
38.148641959379184,46.889315400297946,2
26.383446423628655,43.63109243714925,1
21.48039715445302,39.49323777194049,0
38.82522349141032,53.79834228568385,2
25.118052576556504,49.67358020418478,1
22.708643138241104,38.673919072138524,0
35.67035609386025,49.044413566102385,2
26.047612122922505,48.299055451874935,1
21.760472337966934,38.844116181419324,0
38.58459473926449,49.541423723401834,2
28.29039026855931,49.515703279784425,1
21.54600030747505,39.62390480593981,0
37.044004302829464,48.81590672459443,2
26.659694799990287,49.524142824057584,1
23.842588680038283,42.48570604395771,0
41.43907704618674,49.71221293252368,2
23.159716921671386,46.78577398476817,1
21.357043354506747,42.377596969203665,0
37.11849026649257,50.355967101365046,2
23.232174982407653,48.95251198907602,1
21.384595190963857,41.7618816134245,0
38.72263331863004,51.12021016323074,2
24.05909487088941,48.841906932888634,1
25.529140080659452,41.082311995253036,0
35.966491123776514,49.94658599313684,2
24.813937891955923,48.110426931482905,1
22.25824441520785,40.19537889658252,0
40.23746966868104,50.36139782708474,2
25.236500368074665,48.703246412491865,1
21.60297347352786,39.418662720293284,0
37.23700609036467,48.37719647458201,2
26.163535529149378,49.32270030736855,1
23.103992586095938,36.57630724703966,0
39.528957970439926,52.58072785939655,2
27.417401721867332,50.767008160941295,1
21.849400830185218,37.01051526551177,0
38.51855470511832,48.71442061292717,2
26.304936064774576,46.87591683648935,1
21.58585984241535,39.448980324303406,0
37.20375705827602,48.62796706249901,2
25.095976677070084,46.149059700114655,1
23.84022747150711,41.620100477613065,0
37.842716915137316,52.17146796799839,2
26.698057166447043,51.11156055197783,1
24.125262511129343,41.48357090512391,0
40.71725796922933,49.00563745045411,2
26.53501171260426,45.773776394249616,1
23.441722518390126,40.76949449200986,0
40.71227848062526,49.628150472781904,2
24.028555488902853,49.3446139892309,1
25.530062715480454,37.79558056853137,0
38.414640051747135,49.551561096430916,2
28.139068326093092,48.42020898426016,1
25.213449552289347,41.79157976297803,0
38.78745163787123,47.295573313690376,2
25.475605831342236,47.38974405173467,1
23.30617112955958,39.51573234617387,0
36.08128212351474,48.4574301288828,2
29.755941947001542,45.37387694047744,1
21.93087411829058,40.72759750608156,0
37.50898565212078,47.42305054647045,2
27.498535012438325,50.79842795105578,1
24.077067793809885,39.859189408950066,0
39.643818492288794,48.631538153805835,2
29.815490197374906,48.95269961618995,1
21.689694435304983,36.87474227786989,0
38.28898758808804,50.547817190503764,2
23.97574431392052,50.93333432564638,1
25.873742806511828,38.983595521868395,0
38.491787516224335,50.38433369060629,2
27.354848288541042,50.77271158918378,1
20.410460216840846,38.929637840066334,0
39.42802112708132,50.75186439680742,2
24.500629557619884,47.75562032689913,1
18.4526434382443,41.318893529075964,0
38.87335699940727,52.24913679067173,2
27.045869112369008,45.22030013828825,1
24.724517850088645,39.16149326415038,0
36.688050957834065,49.79154531379281,2
28.26806746205161,44.280300220973025,1
18.663489500395052,43.52254752895172,0
38.13562114792437,55.13699404732101,2
24.358451816845783,50.99144477285591,1
22.00074747967288,37.09666033981547,0
37.85644945143213,48.74423509359366,2
23.880514071077556,46.43570625744762,1
24.16329281218384,36.64679340887709,0
34.25495491129235,53.39589384369837,2
22.8981414304304,46.30078744439686,1
20.77721984365277,41.41247270342034,0
37.211789680825035,50.59087332116567,2
24.417635273528575,46.51820078096324,1
22.484029103569934,40.15315112780664,0
40.6679721877027,51.92045631102581,2
27.81228736733396,48.79492914884583,1
22.304015918534414,40.26510744435878,0
34.61533294209593,48.45751192109559,2
25.24435202997906,47.834753758859755,1
19.14481870013813,38.91252596279471,0
40.716096386285024,48.18736258034406,2
23.907692413888306,46.20267632265237,1
20.354234282328836,40.13426073524128,0
36.396467421204235,49.5469148639638,2
24.30585855310742,48.62041681425995,1
22.023141152048304,39.01223119593722,0
36.25434091153773,49.23234685260992,2
27.345865279751894,51.78158075566952,1
22.05832217542929,42.342895308677775,0
38.350839619253506,50.64222154834951,2
25.650997106861627,47.89171300319609,1
21.936413965400313,37.534874388996016,0
37.62864377093112,50.16766887603252,2
24.144805651998908,46.78936954048402,1
24.627016512653352,40.71254145583952,0
37.7233876687851,51.69323358651499,2
27.98140008920578,48.77306988521478,1
21.235171395726592,36.90087389933338,0
37.77618410508122,50.496636815705564,2
27.504263739814665,47.02642790000476,1
23.328769806429722,40.54016238615605,0
40.01536258277461,50.0841276376559,2
22.859917202223613,47.367638959695064,1
23.199447439807784,39.894528187111014,0
39.07728212712564,49.625504577248684,2
25.720871779032453,46.120751289658706,1
24.69233498416132,41.90554174499089,0
36.7781635699127,49.31203654266352,2
27.768937363873793,48.35968138556163,1
26.379914850808255,38.80380725370989,0
37.21128941382284,49.590556691383455,2
30.824332092647715,47.803230570820396,1
21.785507572444807,42.00553057241111,0
37.613707798422666,48.64736286410377,2
26.10161907751465,49.05016513786849,1
19.99025548574749,42.51918325733986,0
36.81679861962941,50.15050229137033,2
29.0298970580627,46.83895169100869,1
22.26791542500401,44.54048494543401,0
40.11369277909122,50.68305584780161,2
26.02180674854918,50.51020457946086,1
19.449248663583443,42.09854140844065,0
34.67590907787518,52.555745096835864,2
25.79921456045317,51.06304295799062,1
23.956570532632064,41.88137187650128,0
39.055733365232676,48.961492133186255,2
25.32377112871031,47.227772866619695,1
18.572489263556534,43.577204881815696,0
37.707120012463356,49.06768214731981,2
26.881831770689995,49.3074355537221,1
21.433431668202715,40.43872973630571,0
39.29275487130584,50.73494499065354,2
23.419658688837934,48.94698211737486,1
23.0564778446311,42.219122238035276,0
36.532550695259104,45.27629052233321,2
25.39515296874599,43.95140859685334,1
21.037090568097092,42.67876800655306,0
39.43262463530738,49.721243259468174,2
26.871728381845198,43.78984421961637,1
22.392926667263268,40.09827636508474,0
40.170630252440425,50.91672618598262,2
29.21888885719399,47.73966233235657,1
24.882755797789272,37.361582731808994,0
36.396351698993655,46.435757269326615,2
25.580873997681344,48.688594173027894,1
19.713680442192345,38.811402929693294,0
41.05303329812832,51.21688630933158,2
26.039917215339507,47.50463762160824,1
23.09856195323857,42.40960612137341,0
34.07048631096421,52.14980132820515,2
24.964676463013017,49.209226074478714,1
23.284665047197077,37.10204670884298,0
37.429375461146094,47.52736512934825,2
27.163777361522616,48.160774416317174,1
23.698216536626067,38.52459331763838,0
39.27282131361957,52.56847968133492,2
25.708450104405046,48.091229705319265,1
23.102044085845023,42.96564372265386,0
39.37005399884772,50.25055521836095,2
22.920484683887086,52.34360226132661,1
22.01854116319097,39.97274276922104,0
38.08265441924463,52.22187878724685,2
24.611897446183793,50.15107618884211,1
24.798652465594824,39.753707874090495,0
39.24970441871924,50.32261235621094,2
24.64834045867393,47.50345041214025,1
25.8698710361646,37.569612889726855,0
38.12776970270177,48.5414217654976,2
23.991955573320823,46.07709049922607,1
22.22810820061706,38.196236232230504,0
38.33044129047504,50.73585527541329,2
28.678054409944245,45.69685066495164,1
24.619018844066915,38.555252966436505,0
38.523808465797096,48.87110849677943,2
21.161147840691505,49.442880472991206,1
19.41448891618585,39.321680011686375,0
36.17317966583791,50.419252662276406,2
26.439960406889636,46.411522611391774,1
23.81725476779931,37.82150029335228,0
37.29246701808244,49.80172705096786,2
23.962860403875222,48.94103245736271,1
24.397049833052186,40.341278580961195,0
36.65437120617851,49.039183202103764,2
23.7495369674755,47.688466332681976,1
22.209057795582815,37.858375738819916,0
34.677719625160904,52.590440566319145,2
23.835841454150643,48.52689091665855,1
19.845085445348136,39.716570256085475,0
36.21987024128281,49.16439706988915,2
24.229843443249614,50.53591670239494,1
23.12302741447621,39.84777415932925,0
36.85117219794207,48.30858868044823,2
27.05484386347584,46.06107773773514,1
22.76781427496619,41.613326533357856,0
37.84296134242561,51.93090317002254,2
22.80935381989503,49.84354506223683,1
23.26696341112102,40.97446461457064,0
39.184117178703325,50.52443313786122,2
25.10623083769525,49.61232575120787,1
23.608068242519465,38.91843328073882,0
39.63810277897065,46.808768461546116,2
25.758538502285628,46.84916861098432,1
23.33699686611368,39.77459492216648,0
35.525066284539704,51.59209427928735,2
26.365828464893386,45.78355553846015,1
26.365243338188883,38.8754721286643,0
38.39554203409563,47.568972470294774,2
23.930118201596176,48.437716410209646,1
24.25692376488521,39.20397646710406,0
36.588253092598485,47.91218577738937,2
27.756900590826085,47.94894283131385,1
22.926261119021987,39.152738863036056,0
40.72003005341362,51.60098477714315,2
22.456978309355527,48.08406047341558,1
28.433712046296478,38.462172243313006,0
35.29056176947706,51.00603493558838,2
27.73014019464486,47.34400062378234,1
22.14682160176402,41.175629690847806,0
39.06615101793628,48.84236091577705,2
24.250259917880346,47.810852376585004,1
23.307643390909906,41.87037302891065,0
38.172477717353466,47.0644456528422,2
26.123877068367367,48.105386826853916,1
24.23782557448536,41.17432039745173,0
35.529483010957456,46.17557024071726,2
24.92388923639334,45.476989707908054,1
21.4890495963492,37.59683095819541,0
37.283021340451526,51.32385909998671,2
23.413378806219036,46.432200372995396,1
21.345861987825142,41.75382707418459,0
39.979878265520576,49.28303882491935,2
23.134399807160836,49.17372264953751,1
21.234489165804977,40.58578873122777,0
38.863992787136404,49.17451853522692,2
26.370364989431124,49.11556182296814,1
22.152250038296117,37.23479007601568,0
38.949003437132,48.54238457062229,2
24.604258176721654,48.20985100941596,1
21.425448264469484,42.17548065580304,0
38.18700916884323,47.56342974319334,2
25.45989131766032,49.61398578999741,1
22.32329127440489,42.13742400348383,0
34.75541670996172,50.873288873315495,2
25.68837037871322,47.11863943806728,1
24.33358278197651,43.11265863214759,0
38.354869141798694,49.775695299371165,2
26.52083121197266,50.458425267002696,1
22.13152507237121,40.01439407750088,0
35.95327557059586,52.36910768255524,2
28.31305843768208,45.65185543374122,1
23.225302519625206,38.413805360543414,0
35.23372893214052,49.31002442527841,2
24.188683521795813,50.80255026013842,1
21.473594718420706,40.21941434251438,0
37.99786519183293,48.07784631721556,2
25.266171682307547,47.04604341290483,1
24.331946760469695,38.29027803725631,0
37.95502567965836,50.79509047113637,2
23.172743285223024,46.56012901837163,1
24.446982502122605,42.331691641048934,0
35.23072330407684,54.793577195439845,2
25.78250041847226,48.6581759641118,1
21.704471390211957,41.95452050573301,0
40.53992987907947,52.97634253426941,2
22.444782156337602,47.25596156117914,1
25.331496874642795,39.14551087687771,0
40.35074669244171,51.305363853966,2
27.93037727859271,46.55682344307738,1
23.83940231522912,40.60519582077953,0
39.472038362975404,51.35551654932106,2
26.06004391856331,47.74464777393173,1
21.329893981973004,38.362319129506005,0
35.99419526542156,50.85595709688616,2
26.69675553560082,47.302112367467785,1
21.629280180883043,40.88572103200273,0
34.13707882191472,48.78472856596013,2
24.840852940073766,49.31246990030306,1
23.624356189543885,39.76592762001234,0
37.18355112721426,45.777378538033304,2
22.811750999897793,47.85525132793709,1
19.725915365552524,39.94971896883311,0
35.22877190256881,46.600431861877276,2
23.98303580585692,45.66777553069976,1
23.140618470065714,38.9767573833633,0
37.658917220867096,49.761162310578435,2
27.852884845944832,49.1386855245824,1
23.047641104738773,41.793335308929244,0
36.650869242165626,49.253681886206905,2
28.686085678147546,48.48488100781036,1
21.663351692038606,41.894232114458255,0
38.41356743459786,47.81749834567776,2
27.003266378028282,46.55674087374116,1
24.698637740388484,42.184883261149764,0
40.53633777405942,51.88803049911428,2
25.904441605525623,47.3360201893203,1
24.030004176713152,40.40623441973528,0
39.465317243289356,49.41382937259018,2
24.12357547606544,51.233853707047444,1
20.966341029549522,41.70127554783039,0
38.08192682046076,50.935518135331066,2
23.507315781617383,48.98112053145935,1
24.591804312532975,41.69160323225363,0
36.43586583791957,51.27732669560923,2
25.681706401822993,46.581685509213,1
22.01150484153979,39.35225065947531,0
38.85207910884684,52.81865451483833,2
24.38599797410527,47.268111734674584,1
25.06721412368269,39.63431744898632,0
37.503176756877124,49.73124635046349,2
21.766082335543814,44.75926567740157,0
25.94066867700629,39.904919957814144,0
35.189262722940356,52.089428368998675,2
27.76761941510711,46.27070823040802,1
22.112600160119847,39.56133488264315,0
35.696338667566955,50.968562466901815,2
26.143802523045977,45.98771438479978,1
23.5030064012465,40.717784912274496,0
37.3416204486307,47.30747234161599,2
22.84290335138571,49.76202364164574,1
22.815485048025995,41.440902840807304,0
37.21698719827047,52.001956336285645,2
26.4927224403681,44.65010578705149,1
24.184207996336465,40.75832092537513,0
37.28015187019191,53.29434944866992,2
23.54669176180715,49.364631693229896,1
22.741545299119608,44.03720296637678,0
36.772463847234256,50.073486834562054,2
25.624534685639517,47.70002580769414,1
23.53206180883739,37.037192966512755,0
38.482351254472455,51.24471826831715,2
23.438742507350433,45.29777052237919,1
24.03284458564316,40.4291600942917,0
39.13759826959759,49.596995419220924,2
25.245270463073886,46.7716230369878,1
21.908715882279196,41.756447075758246,0
37.45710441758372,50.13158668916341,2
22.09964415565102,46.578927286312904,1
24.7273213559219,41.42041141755624,0
36.25797025528832,56.8074778602869,2
30.536910418246023,49.505490898228146,1
20.31235263523548,40.38963977989379,0
38.82477892236891,50.275201836790856,2
24.26691770526025,46.74669169699114,1
21.05492984810253,41.215844106345585,0
37.71258230467658,52.79151560416685,2
23.256883455641628,47.299247732103375,1
22.676676751676,40.78490762030815,0
36.64271852726704,52.746384723326116,2
27.678500386043638,47.71505486579554,1
22.7269297270675,41.68502187860223,0
39.20011113618417,49.967232071962364,2
28.539403802960877,47.520790764513954,1
22.133160205862254,40.41663291932521,0
37.83917143214648,50.12587527865145,2
28.256540236142765,48.16551986795804,1
24.49326649423298,40.42523816988323,0
37.079838694956315,47.69391390070838,2
23.08985555988749,47.81677454279656,1
22.235048093562128,42.5087442305703,0
40.143528563617004,50.82940526529674,2
26.625662706705715,44.92888653441997,1
25.04635417479213,39.955754795269755,0
41.16677026640312,48.782488863310675,2
27.323722868369913,47.269189329635175,1
21.06914720635189,39.36711994844545,0
39.25491174302519,49.187865853762254,2
27.195764866397216,49.03380696842466,1
21.437571405914518,39.56765875314181,0
39.36789486952447,49.297158648770385,2
28.706542159107094,50.643573141247636,1
23.81785136524456,43.54548455090143,0
38.02847592696904,49.66306447303319,2
25.40277455684476,49.37533010089363,1
22.991504429868463,42.64939899116349,0
38.73392268941067,50.602933244039065,2
26.15245315284596,48.13342965085364,1
19.56179873270844,41.503825310250654,0
36.779010457512285,50.68777766934418,2
26.389149312169287,44.58844288323154,1
25.31858398049022,36.94135284674088,0
36.863885336872244,50.27908567760497,2
25.8929992264103,49.40203212980824,1
19.756375816665646,40.59874606875522,0
36.609826785796635,51.17176001100417,2
25.69763402002255,44.83868550194094,1
21.346717662863067,39.13698983930085,0
38.07194320281456,49.45296854032105,2
25.675494686571174,49.79997098022229,1
23.28918686501271,39.38574695893981,0
37.6252814118986,53.361425043606346,2
27.590917449273267,47.370299270191076,1
22.43870933955408,41.6680771602466,0
33.75078859343444,50.99477326413039,2
25.374065355171606,47.279699147964145,1
20.2695884381945,39.45426339990069,0
37.63816309206177,50.265556183973494,2
24.253498012917657,48.3056574355076,1
21.758537602905125,38.875123053403755,0
35.94640911174601,47.67765663077233,2
26.77128578724475,53.32085924305677,1
24.675021698502956,44.05292543345734,1
34.2079699459713,49.886018332421045,2
21.722696766653858,49.311417781335734,1
24.09850280368063,40.004913979211686,0
36.347565472782506,51.78215158532045,2
22.8575816672638,51.751330590622885,1
24.76624097319643,42.64433336946502,0
35.805411819628674,50.930347681801855,2
28.48968116864528,49.775512707728794,1
21.22474695122594,41.31066874505252,0
40.49760586268567,52.17441394231369,2
23.313881913578758,48.27114691095762,1
20.12049967110896,42.04330702447155,0
37.2233062577284,49.41254333129886,2
25.173063239704938,48.60702111775745,1
23.53957332296166,38.72665645674445,0
39.04950194733258,49.68142987684746,2
25.82463865561983,47.402659039974246,1
21.754565758858483,42.90972188098854,0
37.40866114409854,52.339231516368535,2
28.73658208771404,45.97819858837438,1
22.067160868493144,41.282058083902164,0
35.58762238159464,55.71116548421013,2
26.79996593638237,43.68075275262211,1
23.634512356934284,39.89188413625399,0
39.321366454938,51.346003414880265,2
26.06917230129607,48.53986593975064,1
21.500690794408396,38.273848070516216,0
36.23289001187474,49.414952930310804,2
26.548076675443248,47.22393452767154,1
19.436691692169944,41.43533291629154,0
38.485271186945624,49.700136424170104,2
24.718525621782945,47.534736685988115,1
21.270781818794923,42.32213660098126,0
40.12226803595392,48.196443709959205,2
24.279098212038125,47.68571266368104,1
24.965517884811074,40.624561678783934,0
38.171071089453775,47.23841929258513,2
26.69588465331511,47.35792805161755,1
22.42244837462476,43.06456843317704,0
38.63055989568753,51.545022461180054,2
24.319080123581777,50.416870798093534,1
24.827482914387993,39.04993667333329,0
37.91514863956434,52.19174300752562,2
26.26901731610945,46.84570365729073,1
20.81033370718463,41.549403207498784,0
40.40321473440046,49.34125163839221,2
26.983428064861926,50.6403572804485,1
23.462306411465885,39.94214178048776,0
38.395761995973494,50.7299694849898,2
27.23270615632049,50.874958363236345,1
21.678228830533968,38.53801928875375,0
36.81454279687631,52.87851538971408,2
24.175700555095595,45.91224121485757,1
25.707709691399828,43.36252284701993,0
41.42091925125711,49.55959342854499,2
24.153774401141813,44.20934623279486,1
20.886171654543226,39.45143696835288,0
36.3106092188598,48.42909736966745,2
25.46550520872963,46.351017560195906,1
23.857982796986963,40.970601873882885,0
36.5068156495806,48.42786455484526,2
24.89303468563098,46.68635407837017,1
22.939846703327557,43.02708595208242,0
35.77103220553557,47.882054319631635,2
22.374066262637857,48.86338272215686,1
20.897670601010113,41.45315890758476,0
38.56377554913239,50.689197451119455,2
25.520883406362103,48.59877057660999,1
22.399417088195026,42.07881428177357,0
36.22963371143307,47.34091769227152,2
25.832228670799054,43.29895598827048,0
20.119225053160296,37.64536172270048,0
39.295562544345074,51.10036846383259,2
27.875679245227722,48.31028236750991,1
25.323204169737597,41.40657139558389,0
37.8897494393013,50.23983046079889,2
28.685262917769972,48.12625252358561,1
20.399084823449147,42.43410101479421,0
38.55193618639298,48.93013722640893,2
24.630327190891744,48.91828377750863,1
21.14783517826251,38.46133339315449,0
37.83891579833585,51.436006128152165,2
25.148407415595013,44.187042869400806,1
22.25913083549345,41.87507647948427,0
37.874008178773046,51.13775613730407,2
22.520796375288107,47.57924684527163,1
20.505997656437785,40.72867390696306,0
36.16255143444232,51.64754474020154,2
29.336367992303305,48.40316642424026,1
24.07380154954741,39.27839499344637,0
37.20174444244244,48.92808663564687,2
25.760159815247604,46.47738838841083,1
21.31433867796459,38.65740649842218,0
36.00926464941058,49.35302671086942,2
26.548722253486595,48.50530906563674,1
23.424585979278163,41.30569667663067,0
37.138353424902704,48.38860834481694,2
23.322560332401807,47.65914677711018,1
23.88734272850044,38.20443982163015,0
38.80027980239492,50.44626017069264,2
24.47296356461384,46.172686237338525,1
21.369670454685625,42.62980845015958,0
41.105647018502474,47.96572975359899,2
27.103715852511346,47.300479010859725,1
25.047404583000425,42.28708891837621,0
40.395112388356786,50.72362606825915,2
25.01637684145709,46.16505445287989,1
20.174664700915294,39.60562504490276,0
39.219127717701525,51.04625102672253,2
25.930793085444645,49.29820998061379,1
23.38233023030137,39.786559635785025,0
39.13362783305228,49.74800212378587,2
24.20719375352999,45.92909704631896,1
23.521282728714894,38.64216507699513,0
38.28714164127872,46.62597507827518,2
31.14615670629641,50.09912850136121,1
22.78155654114228,41.78591333447419,0
38.5408500607564,49.83193279400451,2
28.67465657546841,46.87645541630836,1
23.265392628858685,42.92681397325418,0
36.4668171199394,50.88081454871213,2
25.773056164360195,51.26380333015187,1
24.142923391185544,42.03399843721946,0
38.19618627755456,47.82035418237527,2
23.863266523590642,45.515038581346026,1
22.795943185785436,39.49001911211991,0
38.408682707500816,50.92107951022798,2
27.511649611523914,49.45738541203291,1
21.858554196529656,41.31423528281116,0
36.76210742007888,49.202595944489595,2
20.855128552010658,42.47382129645936,0
25.228156661150287,44.2867451024512,1
38.25407375279717,50.42726706288376,2
26.9055182530652,46.85413008755835,1
20.829136239443024,41.485234450466244,0
36.60741302423931,48.32480660662371,2
24.819619887428473,49.11535858327301,1
22.378163496089325,43.329525740526705,0
36.99865318523403,50.65521020190161,2
24.638147553728377,52.3677237261853,1
21.802049739069666,37.70901684330604,0
39.15747975188415,45.38280481973268,2
24.766570992099847,48.71325210067033,1
20.443137579891097,40.15399509564593,0
36.7092485391993,51.44679144481897,2
21.748823009179137,49.9568057515094,1
